[USER DATA]
John
AGE=43
WEIGHT=166.0 pounds
LOWER HR=0
UPPER HR=200
drag factor=100
[END USER DATA]

[COURSE HEADER]
VERSION = 2
UNITS = ENGLISH
DESCRIPTION = NONE
[END COURSE HEADER]

[COURSE DATA]
      0.07       -2.00        0.00
      0.25        1.70        0.00
      0.83        0.30        0.00
      1.11       -1.00        0.00
      1.41        0.30        0.00
      1.60       -2.00        0.00
      1.78        1.60        0.00
      2.09        2.70        0.00
      2.30       -1.20        0.00
      2.42        0.00        0.00
      2.72       -1.90        0.00
      2.86        1.10        0.00
      2.98        3.00        0.00
      3.23       -3.00        0.00
      3.39        0.90        0.00
      3.53       -1.10        0.00
      3.69       -2.40        0.00
      3.81       -0.40        0.00
      4.21        0.80        0.00
      4.40        1.80        0.00
      4.70       -2.50        0.00
      4.91       -0.20        0.00
      5.23        1.30        0.00
      5.43        2.10        0.00
      5.84       -0.40        0.00
      5.91       -0.70        0.00
      5.97        1.00        0.00
      6.20        3.00        0.00
[END COURSE DATA]

number of records = 16460

ms speed watts rpm hr ss miles 

"668288","22.56","303","92","171","68","4.2608"
"670148","22.56","338","92","171","68","4.2724"
"672007","22.38","313","91","172","68","4.2840"
"673868","22.38","311","91","173","69","4.2956"
"675728","22.24","337","97","173","72","4.3071"
"677589","22.24","332","97","173","73","4.3187"
"679447","21.86","313","96","173","72","4.3301"
"681308","21.80","304","94","173","71","4.3414"
"683168","22.06","350","97","173","68","4.3527"
"685028","21.74","323","95","173","67","4.3640"
"686888","21.70","325","95","173","68","4.3752"
"688749","21.52","320","93","173","70","4.3864"
"690609","21.28","325","93","173","69","4.3975"
"692468","20.94","306","91","174","69","4.4084"
"694329","21.04","311","92","174","68","4.4193"
"696187","21.18","314","91","175","69","4.4301"
"698048","21.46","354","94","175","70","4.4412"
"699909","21.62","323","94","175","71","4.4523"
"701768","21.48","301","94","175","69","4.4635"
"703628","21.54","244","93","175","69","4.4746"
"705488","21.66","313","88","175","70","4.4858"
"707347","22.02","291","89","175","69","4.4970"
"709208","22.10","284","90","175","69","4.5084"
"711068","22.54","287","84","175","70","4.5199"
"712929","22.68","300","86","175","70","4.5317"
"714787","23.44","329","88","175","70","4.5436"
"716648","23.74","292","89","175","70","4.5558"
"718507","24.18","288","90","175","69","4.5681"
"720368","24.34","303","92","175","68","4.5806"
"722229","24.76","303","94","175","68","4.5933"
"724088","25.40","318","95","175","69","4.6063"
"725948","25.36","272","95","175","69","4.6194"
"727808","25.66","256","96","175","67","4.6326"
"729670","25.62","238","96","175","66","4.6458"
"731529","25.82","215","96","175","64","4.6591"
"733388","25.84","212","96","175","64","4.6724"
"735248","24.86","182","97","175","64","4.6857"
"737109","25.30","116","94","175","65","4.6985"
"738968","25.92","182","81","175","67","4.7117"
"740829","26.44","250","84","175","68","4.7252"
"742688","26.76","246","86","175","68","4.7390"
"744638","27.14","246","86","175","67","4.7536"
"746499","27.20","265","87","175","68","4.7676"
"748358","27.26","252","87","175","68","4.7817"
"750218","27.50","301","88","175","68","4.7958"
"752078","26.96","245","87","175","68","4.8099"
"753938","26.60","211","99","174","69","4.8237"
"755798","26.44","246","99","174","69","4.8374"
"757658","26.06","258","98","174","68","4.8510"
"759519","25.80","249","97","174","68","4.8644"
"761379","25.24","238","95","174","67","4.8776"
"763239","25.14","247","94","174","66","4.8906"
"765309","25.18","291","95","174","67","4.9051"
"767169","24.74","271","93","171","67","4.9180"
"769029","24.36","246","98","171","67","4.9306"
"770889","23.82","239","96","171","69","4.9431"
"772748","23.72","259","96","171","69","4.9554"
"774608","23.52","268","96","171","69","4.9676"
"776468","23.80","264","89","171","69","4.9798"
"778328","23.94","311","90","171","67","4.9920"
"780188","24.00","333","91","171","63","5.0043"
"782050","23.92","325","91","171","60","5.0168"
"783908","23.46","262","89","171","63","5.0291"
"785768","22.88","238","91","171","67","5.0411"
"787628","22.70","239","91","171","69","5.0529"
"789488","22.34","258","91","171","70","5.0645"
"791349","22.36","273","90","171","70","5.0761"
"793208","22.52","306","91","171","71","5.0877"
"795067","22.56","298","91","171","71","5.0994"
"796928","22.70","315","92","171","71","5.1111"
"798788","22.66","312","92","171","70","5.1228"
"800648","22.44","281","91","171","69","5.1345"
"802508","22.30","274","90","171","68","5.1460"
"804367","22.28","290","90","171","67","5.1575"
"806228","22.12","312","90","171","68","5.1689"
"808088","22.36","341","91","171","69","5.1805"
"809949","22.42","326","91","171","70","5.1921"
"811808","22.00","273","95","171","71","5.2035"
"813669","21.62","289","94","171","71","5.2147"
"815528","21.48","288","93","171","70","5.2259"
"817388","21.56","309","94","171","70","5.2371"
"819248","21.32","282","92","171","69","5.2481"
"821108","21.06","287","92","171","68","5.2591"
"822969","20.98","277","90","171","68","5.2699"
"824828","20.46","261","94","171","69","5.2806"
"826688","20.06","255","93","171","72","5.2910"
"828547","19.48","229","91","171","72","5.3013"
"830407","19.56","247","101","171","71","5.3114"
"832269","19.46","269","100","171","73","5.3215"
"834128","19.26","250","99","171","73","5.3314"
"835990","18.98","246","98","171","72","5.3413"
"837848","18.74","239","96","171","71","5.3509"
"839708","18.72","272","87","171","70","5.3606"
"841567","18.96","283","87","171","70","5.3704"
"843428","18.64","265","87","171","69","5.3801"
"845288","18.62","239","85","171","70","5.3898"
"847148","18.38","243","84","171","71","5.3992"
"849008","18.04","249","83","171","71","5.4086"
"850868","18.16","270","84","171","72","5.4180"
"852728","18.10","262","84","171","71","5.4275"
"854588","18.18","251","83","171","70","5.4368"
"856448","18.32","275","84","171","70","5.4461"
"858308","18.34","292","85","171","70","5.4556"
"860167","18.48","276","85","171","69","5.4652"
"862027","18.38","251","80","171","69","5.4747"
"863887","18.82","280","81","171","71","5.4842"
"865747","18.66","275","81","171","72","5.4939"
"867607","19.08","286","82","171","72","5.5037"
"869468","19.20","281","83","171","71","5.5135"
"871327","19.32","288","84","171","71","5.5235"
"873188","19.62","291","85","171","71","5.5336"
"875048","19.78","299","86","171","71","5.5438"
"876908","19.58","257","85","171","70","5.5541"
"878768","20.00","284","86","171","69","5.5643"
"880628","19.92","276","87","171","68","5.5746"
"882488","19.96","251","86","171","68","5.5849"
"884347","20.00","246","85","171","68","5.5952"
"886209","19.76","244","85","171","67","5.6054"
"888067","19.58","231","85","171","67","5.6156"
"889927","19.46","227","84","171","67","5.6257"
"891788","19.34","211","83","171","67","5.6357"
"893647","19.38","216","83","171","67","5.6457"
"895506","19.28","219","83","171","68","5.6556"
"897367","19.08","209","82","171","68","5.6656"
"899227","19.80","237","78","171","70","5.6756"
"901088","19.94","262","81","171","71","5.6859"
"902947","20.02","237","81","171","70","5.6962"
"904807","20.62","256","83","171","70","5.7068"
"906667","21.00","263","84","171","70","5.7175"
"908528","20.80","234","84","171","69","5.7283"
"910387","20.86","233","84","171","68","5.7391"
"912247","20.86","207","84","171","68","5.7499"
"914107","20.84","206","83","171","70","5.7606"
"915967","20.76","207","83","171","73","5.7714"
"917827","20.72","197","83","171","73","5.7821"
"919687","20.74","198","83","171","73","5.7928"
"921548","20.64","187","83","171","73","5.8035"
"923407","20.46","173","82","171","72","5.8141"
"925267","20.52","164","81","169","72","5.8247"
"927127","20.36","167","81","169","71","5.8352"
"928988","20.52","174","82","169","70","5.8458"
"930849","20.56","172","82","167","68","5.8564"
"932708","20.46","162","82","167","68","5.8670"
"934567","20.78","185","82","167","69","5.8776"
"936428","21.42","249","86","167","69","5.8886"
"938288","22.10","237","88","167","67","5.8999"
"940148","22.20","224","89","167","66","5.9114"
"942010","22.26","205","89","167","66","5.9229"
"943870","22.42","222","90","167","66","5.9345"
"945730","22.50","256","91","167","66","5.9461"
"947590","22.52","266","91","167","67","5.9577"
"949450","22.40","275","90","165","68","5.9693"
"951310","21.90","279","89","164","69","5.9808"
